uscounty,Washington,2044,4564,0,3318,3423,49432
uscounty,Briscoe,2528,8457,0,6970,7033,196888
uscounty,Ontonagon,821,1598,0,1313,1235,49432
uscounty,Carroll,1270,2557,0,2137,2070,49432
uscounty,Benton,2777,10761,2,8342,8328,196888
uscounty,Rock,1345,3065,1,2173,2391,49432
uscounty,Indiana,1228,2638,1,2348,2256,49432
uscounty,Lincoln,900,2941,0,2687,2678,49432
uscounty,Perry,1178,3145,0,2924,2904,49432
uscounty,Ziebach,2536,6515,1,5099,5352,196888
uscounty,Harrison,7323,26547,6,21015,22779,786712
uscounty,Baraga,2826,6012,0,4802,4225,196888
uscounty,Rogers,1051,2286,0,1448,1932,49432
uscounty,Boone,365,717,1,496,553,12568
uscounty,Mayagüez,3117,12112,0,9033,9582,196888
uscounty,Caddo,3695,12309,0,9420,10041,196888
uscounty,Jefferson,2590,6800,3,5758,5813,196888
uscounty,Cabell,3513,20089,0,15822,16523,196888
uscounty,Reagan,1378,3215,0,2435,2459,49432
uscounty,Van Buren,2629,15092,0,11734,11867,196888
uscounty,Summit,1596,3576,0,2917,3122,49432
uscounty,Cowley,918,2047,2,1591,1665,49432
uscounty,Johnson,1399,2918,1,2614,2608,49432
uscounty,Hamilton,4079,16144,7,13147,13235,196888
uscounty,Craig,3030,7034,0,4748,5068,196888
